Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2016,CA,California,San Buenaventura (Ventura),City,BRFSS,Unhealthy Behaviors,665042,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,,,24.2,24.8,"106,433","(34.2743610206, -119.231436551)",UNHBEH,OBESITY,665042,,Obesity
2016,MT,Montana,Missoula,City,BRFSS,Unhealthy Behaviors,3050200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,,,24.1,25,"66,788","(46.8694402455, -114.009863843)",UNHBEH,OBESITY,3050200,,Obesity
2016,TX,Texas,College Station,City,BRFSS,Unhealthy Behaviors,4815976,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.5,,,24,25,"93,857","(30.5867615801, -96.2957958614)",UNHBEH,OBESITY,4815976,,Obesity
2016,FL,Florida,Gainesville,City,BRFSS,Unhealthy Behaviors,1225175,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.6,,,24.4,24.9,"124,354","(29.6817027431, -82.345278266)",UNHBEH,OBESITY,1225175,,Obesity
2016,AZ,Arizona,Tempe,City,BRFSS,Unhealthy Behaviors,473000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,,,24.4,24.9,"161,719","(33.3882640307, -111.931802302)",UNHBEH,OBESITY,473000,,Obesity
2016,FL,Florida,Davie,City,BRFSS,Unhealthy Behaviors,1216475,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.7,,,24.5,25,"91,992","(26.0789340778, -80.2869750311)",UNHBEH,OBESITY,1216475,,Obesity
2016,ID,Idaho,Boise City,City,BRFSS,Unhealthy Behaviors,1608830,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,,,24.6,25.1,"205,671","(43.5984343897, -116.230885189)",UNHBEH,OBESITY,1608830,,Obesity
2016,NY,New York,New York,City,BRFSS,Unhealthy Behaviors,3651000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,,,24.8,24.8,"8,175,133","(40.694960689, -73.9313850409)",UNHBEH,OBESITY,3651000,,Obesity
2016,NC,North Carolin,Jacksonville,City,BRFSS,Unhealthy Behaviors,3734200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,,,24.2,25.4,"70,145","(34.7331103037, -77.3951822819)",UNHBEH,OBESITY,3734200,,Obesity
2016,SC,South Carolin,Mount Pleasant,City,BRFSS,Unhealthy Behaviors,4548535,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,,,24.2,25.4,"67,843","(32.8538274584, -79.8230343029)",UNHBEH,OBESITY,4548535,,Obesity
2016,UT,Utah,Provo,City,BRFSS,Unhealthy Behaviors,4962470,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.8,,,24.3,25.2,"112,488","(40.2457185288, -111.645715857)",UNHBEH,OBESITY,4962470,,Obesity
2016,FL,Florida,Plantation,City,BRFSS,Unhealthy Behaviors,1257425,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,,,24.7,25.2,"84,955","(26.1259853923, -80.2616762465)",UNHBEH,OBESITY,1257425,,Obesity
2016,IN,Indiana,Carmel,City,BRFSS,Unhealthy Behaviors,1810342,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.9,,,24.4,25.4,"79,191","(39.9658404613, -86.1461278461)",UNHBEH,OBESITY,1810342,,Obesity
2016,CA,California,Redwood City,City,BRFSS,Unhealthy Behaviors,660102,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,,,24.7,25.3,"76,815","(37.5009145276, -122.224767617)",UNHBEH,OBESITY,660102,,Obesity
2016,CA,California,Temecula,City,BRFSS,Unhealthy Behaviors,678120,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,,,24.7,25.3,"100,097","(33.5029980884, -117.12239028)",UNHBEH,OBESITY,678120,,Obesity
2016,CA,California,Whittier,City,BRFSS,Unhealthy Behaviors,685292,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,,,24.8,25.2,"85,331","(33.9678255596, -118.018796341)",UNHBEH,OBESITY,685292,,Obesity
2016,ID,Idaho,Meridian,City,BRFSS,Unhealthy Behaviors,1652120,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25,,,24.4,25.5,"75,092","(43.6185195383, -116.39758487)",UNHBEH,OBESITY,1652120,,Obesity
2016,CA,California,Oakland,City,BRFSS,Unhealthy Behaviors,653000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,,,25,25.2,"390,724","(37.790878035, -122.214859257)",UNHBEH,OBESITY,653000,,Obesity
2016,CA,California,Upland,City,BRFSS,Unhealthy Behaviors,681344,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,,,24.9,25.4,"73,732","(34.1178445701, -117.660290062)",UNHBEH,OBESITY,681344,,Obesity
2016,IL,Illinois,Evanston,City,BRFSS,Unhealthy Behaviors,1724582,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.1,,,24.8,25.4,"74,486","(42.0463099649, -87.6940348773)",UNHBEH,OBESITY,1724582,,Obesity
2016,CA,California,Vallejo,City,BRFSS,Unhealthy Behaviors,681666,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,,,25.1,25.4,"115,942","(38.1135329247, -122.235518478)",UNHBEH,OBESITY,681666,,Obesity
2016,DC,District of C,Washington,City,BRFSS,Unhealthy Behaviors,1150000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,,,25.1,25.3,"601,723","(38.9099241426, -77.0147205666)",UNHBEH,OBESITY,1150000,,Obesity
2016,OR,Oregon,Gresham,City,BRFSS,Unhealthy Behaviors,4131250,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,,,24.9,25.4,"105,594","(45.5024256798, -122.441469029)",UNHBEH,OBESITY,4131250,,Obesity
2016,VA,Virginia,Alexandria,City,BRFSS,Unhealthy Behaviors,5101000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.2,,,25,25.5,"139,966","(38.8187351557, -77.0867762661)",UNHBEH,OBESITY,5101000,,Obesity
2016,AZ,Arizona,Chandler,City,BRFSS,Unhealthy Behaviors,412000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,25.1,25.4,"236,123","(33.28318981, -111.852210033)",UNHBEH,OBESITY,412000,,Obesity
2016,CA,California,Fairfield,City,BRFSS,Unhealthy Behaviors,623182,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,25.1,25.5,"105,321","(38.2558446343, -122.039303253)",UNHBEH,OBESITY,623182,,Obesity
2016,CA,California,Vacaville,City,BRFSS,Unhealthy Behaviors,681554,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,25,25.5,"92,428","(38.3597235063, -121.96903046)",UNHBEH,OBESITY,681554,,Obesity
2016,CT,Connecticut,Danbury,City,BRFSS,Unhealthy Behaviors,918430,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,25,25.6,"80,893","(41.4015898606, -73.470938682)",UNHBEH,OBESITY,918430,,Obesity
2016,IA,Iowa,Iowa City,City,BRFSS,Unhealthy Behaviors,1938595,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,24.7,25.9,"67,862","(41.6558950332, -91.5308854927)",UNHBEH,OBESITY,1938595,,Obesity
2016,MN,Minnesota,Brooklyn Park,City,BRFSS,Unhealthy Behaviors,2707966,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,25.1,25.6,"75,781","(45.1112033916, -93.3505067942)",UNHBEH,OBESITY,2707966,,Obesity
2016,MN,Minnesota,Minneapolis,City,BRFSS,Unhealthy Behaviors,2743000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.3,,,25.1,25.4,"382,578","(44.9635407967, -93.2678345304)",UNHBEH,OBESITY,2743000,,Obesity
2016,CA,California,Redding,City,BRFSS,Unhealthy Behaviors,659920,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,,,25.1,25.7,"89,861","(40.5697591271, -122.365026322)",UNHBEH,OBESITY,659920,,Obesity
2016,NM,New Mexico,Rio Rancho,City,BRFSS,Unhealthy Behaviors,3563460,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,,,25.1,25.7,"87,521","(35.287307935, -106.697981552)",UNHBEH,OBESITY,3563460,,Obesity
2016,TX,Texas,Austin,City,BRFSS,Unhealthy Behaviors,4805000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.4,,,25.3,25.5,"790,390","(30.3068610342, -97.7554771245)",UNHBEH,OBESITY,4805000,,Obesity
2016,CA,California,Chino,City,BRFSS,Unhealthy Behaviors,613210,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,25.3,25.8,"77,983","(33.983588126, -117.665296584)",UNHBEH,OBESITY,613210,,Obesity
2016,CA,California,Downey,City,BRFSS,Unhealthy Behaviors,619766,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,25.3,25.7,"111,772","(33.937867256, -118.131150116)",UNHBEH,OBESITY,619766,,Obesity
2016,CO,Colorado,Aurora,City,BRFSS,Unhealthy Behaviors,804000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,25.4,25.6,"325,078","(39.7091594781, -104.726526621)",UNHBEH,OBESITY,804000,,Obesity
2016,CT,Connecticut,Norwalk,City,BRFSS,Unhealthy Behaviors,955990,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,25.2,25.7,"85,603","(41.1175631682, -73.4224513123)",UNHBEH,OBESITY,955990,,Obesity
2016,NY,New York,Yonkers,City,BRFSS,Unhealthy Behaviors,3684000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.5,,,25.4,25.7,"195,976","(40.9465025597, -73.8636959965)",UNHBEH,OBESITY,3684000,,Obesity
2016,CA,California,Murrieta,City,BRFSS,Unhealthy Behaviors,650076,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,,,25.4,25.9,"103,466","(33.5719743356, -117.190921143)",UNHBEH,OBESITY,650076,,Obesity
2016,FL,Florida,Coral Springs,City,BRFSS,Unhealthy Behaviors,1214400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,,,25.3,25.8,"121,096","(26.2701700158, -80.2592221493)",UNHBEH,OBESITY,1214400,,Obesity
2016,OR,Oregon,Eugene,City,BRFSS,Unhealthy Behaviors,4123850,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,,,25.3,25.8,"156,185","(44.0559363346, -123.117327584)",UNHBEH,OBESITY,4123850,,Obesity
2016,UT,Utah,Orem,City,BRFSS,Unhealthy Behaviors,4957300,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.6,,,25.3,25.9,"88,328","(40.2987127625, -111.699188517)",UNHBEH,OBESITY,4957300,,Obesity
2016,FL,Florida,Pembroke Pines,City,BRFSS,Unhealthy Behaviors,1255775,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.7,,,25.5,25.9,"154,750","(26.0127387534, -80.3384522664)",UNHBEH,OBESITY,1255775,,Obesity
2016,NV,Nevada,Reno,City,BRFSS,Unhealthy Behaviors,3260600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.7,,,25.6,25.9,"225,221","(39.5540171998, -119.852733516)",UNHBEH,OBESITY,3260600,,Obesity
2016,CA,California,Long Beach,City,BRFSS,Unhealthy Behaviors,643000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,,,25.7,25.8,"462,257","(33.8060144825, -118.160894146)",UNHBEH,OBESITY,643000,,Obesity
2016,CA,California,Norwalk,City,BRFSS,Unhealthy Behaviors,652526,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,,,25.6,26,"105,549","(33.9068808228, -118.082915204)",UNHBEH,OBESITY,652526,,Obesity
2016,IL,Illinois,Palatine,City,BRFSS,Unhealthy Behaviors,1757225,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,,,25.4,26.1,"68,557","(42.1180663695, -88.042989882)",UNHBEH,OBESITY,1757225,,Obesity
2016,IN,Indiana,Bloomington,City,BRFSS,Unhealthy Behaviors,1805860,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,,,25.2,26.3,"80,405","(39.1637458221, -86.5257124351)",UNHBEH,OBESITY,1805860,,Obesity
2016,IN,Indiana,Fishers,City,BRFSS,Unhealthy Behaviors,1823278,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,,,25.2,26.3,"76,794","(39.9587635263, -85.969310702)",UNHBEH,OBESITY,1823278,,Obesity
2016,UT,Utah,Salt Lake City,City,BRFSS,Unhealthy Behaviors,4967000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.8,,,25.7,26,"186,440","(40.7778489465, -111.931220784)",UNHBEH,OBESITY,4967000,,Obesity
2016,CA,California,El Monte,City,BRFSS,Unhealthy Behaviors,622230,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,,,25.7,26.1,"113,475","(34.073919653, -118.029071951)",UNHBEH,OBESITY,622230,,Obesity
2016,UT,Utah,West Jordan,City,BRFSS,Unhealthy Behaviors,4982950,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,25.9,,,25.7,26.2,"103,712","(40.6022598635, -112.000961848)",UNHBEH,OBESITY,4982950,,Obesity
2016,FL,Florida,Boynton Beach,City,BRFSS,Unhealthy Behaviors,1207875,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,,,25.7,26.2,"68,217","(26.5279818052, -80.0814660417)",UNHBEH,OBESITY,1207875,,Obesity
2016,KS,Kansas,Lawrence,City,BRFSS,Unhealthy Behaviors,2038900,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,,,25.5,26.4,"87,643","(38.9599302924, -95.2628259088)",UNHBEH,OBESITY,2038900,,Obesity
2016,NV,Nevada,Sparks,City,BRFSS,Unhealthy Behaviors,3268400,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,,,25.8,26.3,"90,264","(39.573373276, -119.713134168)",UNHBEH,OBESITY,3268400,,Obesity
2016,OR,Oregon,Bend,City,BRFSS,Unhealthy Behaviors,4105800,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,,,25.6,26.5,"76,639","(44.0561827184, -121.308690416)",UNHBEH,OBESITY,4105800,,Obesity
2016,RI,Rhode Island,Cranston,City,BRFSS,Unhealthy Behaviors,4419180,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26,,,25.7,26.3,"80,387","(41.7658017135, -71.4861485002)",UNHBEH,OBESITY,4419180,,Obesity
2016,CA,California,Los Angeles,City,BRFSS,Unhealthy Behaviors,644000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,,,26,26.1,"3,792,621","(34.1182277898, -118.408500088)",UNHBEH,OBESITY,644000,,Obesity
2016,TX,Texas,Richardson,City,BRFSS,Unhealthy Behaviors,4861796,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,,,25.9,26.4,"99,223","(32.9716582389, -96.7093052991)",UNHBEH,OBESITY,4861796,,Obesity
2016,WI,Wisconsin,Madison,City,BRFSS,Unhealthy Behaviors,5548000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.1,,,25.8,26.3,"233,209","(43.0809865694, -89.3915106344)",UNHBEH,OBESITY,5548000,,Obesity
2016,AZ,Arizona,Peoria,City,BRFSS,Unhealthy Behaviors,454050,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,,,25.9,26.4,"154,065","(33.7847206422, -112.298680584)",UNHBEH,OBESITY,454050,,Obesity
2016,CO,Colorado,Greeley,City,BRFSS,Unhealthy Behaviors,832155,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,,,26,26.5,"92,889","(40.4141369521, -104.771170982)",UNHBEH,OBESITY,832155,,Obesity
2016,CO,Colorado,Thornton,City,BRFSS,Unhealthy Behaviors,877290,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,,,26,26.4,"118,772","(39.9193994188, -104.944956758)",UNHBEH,OBESITY,877290,,Obesity
2016,KS,Kansas,Olathe,City,BRFSS,Unhealthy Behaviors,2052575,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,,,25.9,26.4,"125,872","(38.884693021, -94.8192070197)",UNHBEH,OBESITY,2052575,,Obesity
2016,MA,Massachusetts,Lowell,City,BRFSS,Unhealthy Behaviors,2537000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,,,26,26.4,"106,519","(42.6388727331, -71.321714396)",UNHBEH,OBESITY,2537000,,Obesity
2016,CA,California,Baldwin Park,City,BRFSS,Unhealthy Behaviors,603666,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,,,26,26.6,"75,390","(34.082871519, -117.972100918)",UNHBEH,OBESITY,603666,,Obesity
2016,ME,Maine,Portland,City,BRFSS,Unhealthy Behaviors,2360545,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.3,,,26,26.6,"66,194","(43.6779836271, -70.2752544531)",UNHBEH,OBESITY,2360545,,Obesity
2016,TX,Texas,Plano,City,BRFSS,Unhealthy Behaviors,4858016,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.5,,,26.3,26.7,"259,841","(33.0502149278, -96.7486409797)",UNHBEH,OBESITY,4858016,,Obesity
2016,FL,Florida,West Palm Beach,City,BRFSS,Unhealthy Behaviors,1276600,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,,,26.4,26.8,"99,919","(26.7478714655, -80.1337397544)",UNHBEH,OBESITY,1276600,,Obesity
2016,NC,North Carolin,Asheville,City,BRFSS,Unhealthy Behaviors,3702140,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,,,26.3,26.9,"83,393","(35.5708251391, -82.5537350816)",UNHBEH,OBESITY,3702140,,Obesity
2016,OK,Oklahoma,Edmond,City,BRFSS,Unhealthy Behaviors,4023200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.6,,,26.2,26.9,"81,405","(35.6689350516, -97.4159205309)",UNHBEH,OBESITY,4023200,,Obesity
2016,AZ,Arizona,Surprise,City,BRFSS,Unhealthy Behaviors,471510,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.7,,,26.4,27,"117,517","(33.6803835177, -112.452218439)",UNHBEH,OBESITY,471510,,Obesity
2016,CA,California,Bellflower,City,BRFSS,Unhealthy Behaviors,604982,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.7,,,26.5,26.9,"76,616","(33.8880417923, -118.127100236)",UNHBEH,OBESITY,604982,,Obesity
2016,MN,Minnesota,Rochester,City,BRFSS,Unhealthy Behaviors,2754880,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.7,,,26.4,27,"106,769","(44.0150574384, -92.4775005494)",UNHBEH,OBESITY,2754880,,Obesity
2016,WA,Washington,Federal Way,City,BRFSS,Unhealthy Behaviors,5323515,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.7,,,26.5,26.9,"89,306","(47.3090846316, -122.335755583)",UNHBEH,OBESITY,5323515,,Obesity
2016,CA,California,Corona,City,BRFSS,Unhealthy Behaviors,616350,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.1,,,26.9,27.3,"152,374","(33.8623571787, -117.564224471)",UNHBEH,OBESITY,616350,,Obesity
2016,IL,Illinois,Naperville,City,BRFSS,Unhealthy Behaviors,1751622,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.2,,,27,27.5,"141,853","(41.7482001145, -88.1657705099)",UNHBEH,OBESITY,1751622,,Obesity
2016,CA,California,Concord,City,BRFSS,Unhealthy Behaviors,616000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,,,27,27.5,"122,067","(37.9721810307, -122.001588036)",UNHBEH,OBESITY,616000,,Obesity
2016,CA,California,Menifee,City,BRFSS,Unhealthy Behaviors,646842,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,,,27.1,27.5,"77,519","(33.6909533045, -117.18487699)",UNHBEH,OBESITY,646842,,Obesity
2016,FL,Florida,Melbourne,City,BRFSS,Unhealthy Behaviors,1243975,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,,,27,27.5,"76,068","(28.1158805782, -80.6508814613)",UNHBEH,OBESITY,1243975,,Obesity
2016,NV,Nevada,Las Vegas,City,BRFSS,Unhealthy Behaviors,3240000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,,,27.2,27.4,"583,756","(36.2274148438, -115.262670095)",UNHBEH,OBESITY,3240000,,Obesity
2016,TX,Texas,Allen,City,BRFSS,Unhealthy Behaviors,4801924,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.3,,,26.7,27.8,"84,246","(33.1087043234, -96.6735373763)",UNHBEH,OBESITY,4801924,,Obesity
2016,OH,Ohio,Parma,City,BRFSS,Unhealthy Behaviors,3961000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,,,27.2,27.7,"81,601","(41.3842399838, -81.728599153)",UNHBEH,OBESITY,3961000,,Obesity
2016,SC,South Carolin,Charleston,City,BRFSS,Unhealthy Behaviors,4513330,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,,,27.2,27.7,"120,083","(32.8136961892, -79.967381899)",UNHBEH,OBESITY,4513330,,Obesity
2016,TX,Texas,Frisco,City,BRFSS,Unhealthy Behaviors,4827684,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,,,27.1,27.7,"116,989","(33.1507545152, -96.8201336312)",UNHBEH,OBESITY,4827684,,Obesity
2016,WA,Washington,Kent,City,BRFSS,Unhealthy Behaviors,5335415,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.4,,,27.2,27.7,"92,411","(47.3849636272, -122.217890194)",UNHBEH,OBESITY,5335415,,Obesity
2016,GA,Georgia,Athens,City,BRFSS,Unhealthy Behaviors,1303440,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,,,27.1,27.8,"115,452","(33.9508170683, -83.3689417445)",UNHBEH,OBESITY,1303440,,Obesity
2016,MO,Missouri,Lee's Summit,City,BRFSS,Unhealthy Behaviors,2941348,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,,,27.1,27.8,"91,364","(38.9170508128, -94.3814865856)",UNHBEH,OBESITY,2941348,,Obesity
2016,OK,Oklahoma,Broken Arrow,City,BRFSS,Unhealthy Behaviors,4009050,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.5,,,27.2,27.7,"98,850","(36.0366324911, -95.7809572414)",UNHBEH,OBESITY,4009050,,Obesity
2016,AK,Alaska,Anchorage,City,BRFSS,Unhealthy Behaviors,203000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.6,,,27.5,27.8,"291,826","(61.149868731, -149.111113424)",UNHBEH,OBESITY,203000,,Obesity
2016,CA,California,Santa Ana,City,BRFSS,Unhealthy Behaviors,669000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.6,,,27.4,27.8,"324,528","(33.7366948419, -117.881890237)",UNHBEH,OBESITY,669000,,Obesity
2016,WA,Washington,Bellingham,City,BRFSS,Unhealthy Behaviors,5305280,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.6,,,27.1,28,"80,885","(48.7535370315, -122.468092906)",UNHBEH,OBESITY,5305280,,Obesity
2016,NM,New Mexico,Albuquerque,City,BRFSS,Unhealthy Behaviors,3502000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,,,27.6,27.8,"545,852","(35.1055025771, -106.647447696)",UNHBEH,OBESITY,3502000,,Obesity
2016,VA,Virginia,Virginia Beach,City,BRFSS,Unhealthy Behaviors,5182000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,,,27.5,27.8,"437,994","(36.7534593339, -76.0589579522)",UNHBEH,OBESITY,5182000,,Obesity
2016,WA,Washington,Auburn,City,BRFSS,Unhealthy Behaviors,5303180,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.7,,,27.4,27.9,"70,180","(47.3038544325, -122.210810557)",UNHBEH,OBESITY,5303180,,Obesity
2016,FL,Florida,Cape Coral,City,BRFSS,Unhealthy Behaviors,1210275,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,,,27.5,28,"154,305","(26.6448544993, -81.9931108298)",UNHBEH,OBESITY,1210275,,Obesity
2016,FL,Florida,Palm Coast,City,BRFSS,Unhealthy Behaviors,1254200,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,,,27.5,28.1,"75,180","(29.5405590976, -81.2508206143)",UNHBEH,OBESITY,1254200,,Obesity
2016,NJ,New Jersey,Clifton,City,BRFSS,Unhealthy Behaviors,3413690,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,,,27.5,28.1,"84,136","(40.8631217425, -74.1575145342)",UNHBEH,OBESITY,3413690,,Obesity
2016,NJ,New Jersey,Jersey City,City,BRFSS,Unhealthy Behaviors,3436000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.8,,,27.6,27.9,"247,597","(40.7188130852, -74.0687740635)",UNHBEH,OBESITY,3436000,,Obesity
2016,CA,California,Citrus Heights,City,BRFSS,Unhealthy Behaviors,613588,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.9,,,27.7,28.2,"83,301","(38.6947788342, -121.287991502)",UNHBEH,OBESITY,613588,,Obesity
2016,CA,California,Pomona,City,BRFSS,Unhealthy Behaviors,658072,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.9,,,27.7,28.1,"149,058","(34.0585026366, -117.762551658)",UNHBEH,OBESITY,658072,,Obesity
2016,GA,Georgia,Atlanta,City,BRFSS,Unhealthy Behaviors,1304000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.9,,,27.8,28,"420,003","(33.7626524683, -84.4231419055)",UNHBEH,OBESITY,1304000,,Obesity
2016,NC,North Carolin,Raleigh,City,BRFSS,Unhealthy Behaviors,3755000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,27.9,,,27.7,28,"403,892","(35.8322080933, -78.6440243809)",UNHBEH,OBESITY,3755000,,Obesity
2016,AZ,Arizona,Mesa,City,BRFSS,Unhealthy Behaviors,446000,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,,,27.9,28.1,"439,041","(33.4022837359, -111.718721181)",UNHBEH,OBESITY,446000,,Obesity
2016,CA,California,Tracy,City,BRFSS,Unhealthy Behaviors,680238,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,28,,,27.8,28.3,"82,922","(37.7243277375, -121.444621463)",UNHBEH,OBESITY,680238,,Obesity
